ticker,name,star6,star12,star24,date,pattern,total,confirmed,success,profit,loss,e,v,target,buy,stop,sell,reward,risk,rr
9399,新華ホールディングス・リミテッド,4,5,5,2019.04.24,BULLISH PIERCING LINE,6.0,1.0,1.0,45.0,0.0,45.0,833241,155.0,107.0,103.0,,48.0,4.0,12.0
2186,ソーバル(株),5,5,5,2019.04.12,BEARISH ONE BLACK CROW,3.0,1.0,1.0,28.0,0.0,28.0,26900,699.0,,1014.0,970.0,271.0,44.0,6.15
4552,JCRファーマ株式会社,4,4,4,2019.04.26,BEARISH MATCHING HIGH,2.0,1.0,1.0,25.0,0.0,25.0,86100,4643.0,,6280.0,6190.0,1547.0,90.0,17.18
3140,株式会社イデアインターナショナル,5,4,5,2019.04.23,BEARISH HARAMI CROSS,6.0,1.0,1.0,24.0,0.0,24.0,17500,770.0,,1023.0,1012.0,242.0,11.0,22.0
6699,,5,5,5,2019.04.16,BEARISH HARAMI,10.0,4.0,3.0,24.0,5.0,16.75,9700,830.0,,1016.0,996.5,166.0,20.0,8.3
4587,ペプチドリーム,4,4,4,2019.04.18,BEARISH ONE BLACK CROW,3.0,1.0,1.0,16.0,0.0,16.0,632500,4864.0,,5900.0,5790.0,926.0,110.0,8.41
6300,アピックヤマダ株式会社,5,5,4,2019.02.13,BEARISH DOJI STAR,3.0,1.0,1.0,13.0,0.0,13.0,104400,434.0,,538.0,498.0,64.0,40.0,1.6
9446,(株)エスケーアイ,5,5,5,2019.04.26,BULLISH ENGULFING,12.0,6.0,4.0,20.0,3.0,12.33,12400,1010.0,900.0,870.0,,110.0,30.0,3.66
3906,(株)ＡＬＢＥＲＴ,5,5,5,2019.04.26,BULLISH ENGULFING,11.0,8.0,5.0,20.0,2.0,11.75,142600,14549.0,13020.0,12350.0,,1529.0,670.0,2.28
3185,夢展望,5,4,5,2019.04.25,BULLISH DOJI STAR,10.0,5.0,2.0,32.0,2.0,11.6,15700,489.0,439.0,432.0,,50.0,7.0,7.14
3461,株式会社パルマ,5,4,5,2019.04.19,BULLISH HARAMI,16.0,6.0,5.0,14.0,7.0,10.5,13700,776.0,703.0,692.0,,73.0,11.0,6.63
2436,共同ピーアール株式会社,5,5,5,2019.04.12,BULLISH ONE WHITE SOLDIER,3.0,2.0,1.0,21.0,1.0,10.0,68400,2152.0,1957.0,1890.0,,195.0,67.0,2.91
4582,シンバイオ製薬(株),5,5,5,2019.04.24,BULLISH HARAMI CROSS,12.0,7.0,2.0,39.0,2.0,9.71,2191700,212.0,193.5,191.0,,18.0,3.0,6.0
