ticker,name,star6,star12,star24,date,pattern,total,confirmed,success,profit,loss,e,v,target,buy,stop,sell,reward,risk,rr
7577,(株)パスポート,5,5,5,2019.04.01,BULLISH ENGULFING,16.0,5.0,4.0,36.0,0.0,28.8,23400,294.0,229.0,224.0,,65.0,5.0,13.0
4579,ラクオリア創薬(株),5,4,5,2019.03.27,BULLISH HARAMI,15.0,9.0,6.0,34.0,1.0,22.33,530300,2126.0,1738.5,1675.0,,387.0,64.0,6.04
2163,(株)アルトナー,5,4,4,2019.04.01,BULLISH HARAMI CROSS,7.0,5.0,3.0,24.0,1.0,13.99,20700,1045.0,917.0,904.0,,128.0,13.0,9.84
4970,東洋合成工業(株),5,5,5,2019.04.01,BEARISH DOJI STAR,5.0,1.0,1.0,13.0,0.0,13.0,32600,1392.0,,1640.0,1599.0,207.0,41.0,5.04
6300,アピックヤマダ株式会社,5,5,4,2019.02.13,BEARISH DOJI STAR,3.0,1.0,1.0,13.0,0.0,13.0,370900,434.0,,538.0,498.0,64.0,40.0,1.6
6177,AppBank株式会社,4,5,4,2019.03.26,BEARISH ONE BLACK CROW,4.0,3.0,3.0,13.0,0.0,13.0,1700400,314.0,,405.0,360.0,46.0,45.0,1.02
3850,(株)ＮＴＴデータイントラマート,5,5,4,2019.03.29,BULLISH KICKING,5.0,2.0,2.0,12.0,0.0,12.0,7100,3987.0,3560.0,3465.0,,427.0,95.0,4.49
2722,株式会社アイケイ,4,5,5,2019.04.01,BULLISH HARAMI,23.0,16.0,13.0,15.0,2.0,11.81,42900,657.0,588.0,574.0,,69.0,14.0,4.92
2436,共同ピーアール株式会社,5,5,5,2019.03.22,BEARISH ONE BLACK CROW,5.0,2.0,2.0,11.0,0.0,11.0,554600,1408.0,,1665.0,1581.0,173.0,84.0,2.05
4288,(株)アズジェント,5,5,5,2019.03.28,BEARISH DELIBERATION BLOCK,4.0,3.0,2.0,16.0,1.0,10.33,19100,1904.0,,2188.0,2122.5,218.0,66.0,3.3
3344,(株)ワンダーコーポレーション,4,5,4,2019.03.27,BULLISH HARAMI,18.0,11.0,7.0,16.0,0.0,10.18,2000,664.0,603.0,588.0,,61.0,15.0,4.06
6777,ｓａｎｔｅｃ(株),5,5,5,2019.04.01,BULLISH HARAMI,12.0,8.0,5.0,16.0,2.0,9.25,318600,1640.0,1502.0,1424.0,,138.0,78.0,1.76
