ticker,buy,stop,sell
1305,,1725.0,
1306,,1702.0,
1308,,1684.0,
1311,,751.0,
1345,1890.5,1882.0,
1348,,1689.0,
1357,1129.5,1121.0,
1360,2887.0,2791.0,
1366,2947.0,2925.0,
1367,,13020.0,
1377,3635.0,3550.0,
1379,1926.0,1907.0,
1384,597.0,595.0,
1400,322.0,304.0,
1401,1043.0,1001.0,
1407,1310.0,1259.0,
1413,2259.0,2230.0,
1433,1362.0,1334.0,
1435,262.0,255.0,
1439,1078.5,1070.0,
1456,6720.0,6690.0,
1457,7475.0,7460.0,
1459,4385.0,4355.0,
1475,,1665.0,
1482,2275.0,2265.0,
1489,34550.0,34400.0,
1494,17975.0,17850.0,
1514,120.0,117.0,
1515,4755.0,4620.0,
1542,4895.0,4880.0,
1546,,29300.0,
1552,10320.0,10170.0,
1560,,4220.0,
1568,,16780.0,
1571,1585.5,1579.0,
1580,4255.0,4245.0,
1591,,14510.0,
1592,,1336.0,
1593,,14900.0,
1595,1923.0,1912.0,
1599,,14730.0,
1621,21880.0,21650.0,
1627,8280.0,8180.0,
1660,10015.0,9950.0,
1663,,1646.0,
1689,4.0,3.0,
1698,1734.0,1725.0,
1711,472.0,462.0,
1717,480.0,476.0,
1723,2634.5,2624.0,
1728,245.0,238.0,
1737,1093.0,1079.0,
1770,776.0,760.0,
1799,1621.0,1619.0,
1802,1097.0,1084.0,
1805,,1413.0,
1812,1634.0,1613.0,
1814,929.0,908.0,
1828,806.0,801.0,
1847,1857.0,1833.0,
1853,399.0,390.0,
1870,783.0,767.0,
1871,657.0,646.0,
1879,979.0,963.0,
1888,1457.0,1437.0,
1890,444.0,431.0,
1899,4390.0,4330.0,
1909,1122.0,1112.0,
1926,1477.0,1445.0,
1930,865.0,807.0,
1939,2702.0,2660.0,
1944,1877.0,1814.0,
1949,,1928.0,
1964,1779.0,1751.0,
1965,851.0,847.0,
1966,,658.0,
1968,,2453.0,
1973,2738.0,2694.0,
1976,754.0,735.0,
1982,1899.0,1845.0,
1994,717.0,710.0,
2004,3080.0,3050.0,
2034,10245.0,10140.0,
2035,1151.5,1114.0,
2039,6895.0,6870.0,
2040,22770.0,22730.0,
2053,1210.0,1182.0,
2055,277.0,269.0,
2060,174.0,171.0,
2107,1013.0,1003.0,
2112,232.0,229.0,
2114,557.5,552.0,
2138,1750.0,1746.0,
2139,556.0,550.0,
2150,828.5,810.0,
2157,,1688.0,
2158,510.0,503.0,
2159,548.5,535.0,
2160,2890.5,2792.0,
2162,439.5,431.0,
2164,975.0,945.0,
2179,908.0,906.0,
2185,2042.5,2001.0,
2196,647.0,639.0,
2201,4802.5,4690.0,
2220,5220.0,5150.0,
2222,,4480.0,
2224,2369.0,2353.0,
2264,3460.0,3415.0,
2305,2129.0,2094.0,
2311,930.5,895.0,
2315,29.0,28.0,
2321,110.0,109.0,
2325,1499.0,1467.0,
2326,9720.0,9380.0,
2329,605.0,602.0,
2338,,419.0,
2340,586.0,574.0,
2341,193.5,192.0,
2342,442.0,435.0,
2344,861.0,835.0,
2349,,1300.0,
2352,1325.0,1299.0,
2353,171.0,167.0,
2359,,1205.0,
2362,,794.0,
2370,74.5,73.0,
2373,,1389.0,
2374,530.0,523.0,
2375,886.0,869.0,
2385,,570.0,
2388,119.0,116.0,
2404,,380.0,
2410,1225.5,1210.0,
2415,1878.0,1850.0,
2424,606.0,600.0,
2425,583.0,581.0,
2427,,1459.0,
2432,1667.0,1636.0,
2435,200.0,197.0,
2436,1957.0,1890.0,
2454,618.5,595.0,
2483,2492.0,2474.0,
2485,677.0,669.0,
2497,1520.0,1480.0,
2498,,2000.0,
2499,333.0,330.0,
2501,2321.0,2290.0,
2503,2554.5,2533.5,
2511,957.5,954.0,
2516,710.0,698.0,
2531,1296.0,1277.0,
2533,403.0,396.0,
2573,3742.5,3735.0,
2579,2734.0,2686.0,
2586,385.0,376.0,
2587,5010.0,4975.0,
2588,1739.0,1670.0,
2599,1212.5,1204.0,
2602,3290.0,3260.0,
2612,5190.0,5140.0,
2651,5370.0,5210.0,
2652,564.5,562.0,
2653,1928.0,1910.0,
2654,359.0,354.0,
2666,125.0,123.0,
2673,117.0,115.0,
2683,1450.5,1444.0,
2685,2853.0,2783.0,
2686,652.0,642.0,
2687,717.0,697.0,
2689,1541.5,1519.0,
2694,75.0,74.0,
2705,2224.5,2210.0,
2747,3017.5,3010.0,
2749,302.0,298.0,
2762,391.5,391.0,
2763,1374.0,1351.0,
2768,384.0,380.0,
2773,893.0,890.0,
2776,133.5,126.0,
2782,3752.5,3695.0,
2784,3075.0,3015.0,
2790,1532.0,1520.0,
2798,2512.0,2496.0,
2804,2074.0,2059.0,
2806,1815.0,1810.0,
2811,3030.0,2998.0,
2812,,1140.0,
2816,1215.0,1209.0,
2818,1623.0,1615.0,
2820,2495.0,2480.0,
2875,4215.0,4160.0,
2894,209.0,207.0,
2897,,7630.0,
2901,172.0,169.0,
2904,,1148.0,
2907,971.5,960.0,
2911,2155.0,2140.0,
2914,2625.5,2603.5,
2917,864.0,853.0,
3001,1287.0,1243.0,
3003,1000.0,987.0,
3011,127.0,122.0,
3020,1568.0,1565.0,
3021,1046.0,988.0,
3023,840.0,832.0,
3030,1096.5,1070.0,
3042,835.0,814.0,
3045,870.0,860.0,
3059,948.0,940.0,
3068,1717.0,1700.0,
3070,309.5,292.0,
3071,93.0,91.0,
3073,1882.0,1825.0,
3085,2039.0,2015.0,
3087,2056.0,2021.0,
3088,3530.0,3460.0,
3092,,1948.0,
3093,774.0,752.0,
3096,876.0,870.0,
3098,4297.5,4265.0,
3099,1050.0,1033.0,
3109,1029.0,1015.0,
3111,546.0,538.0,
3113,153.0,150.0,
3131,1293.0,1287.0,
3132,1628.0,1593.0,
3140,1022.5,1000.0,
3143,1136.0,1131.0,
3151,1063.0,1045.0,
3160,693.0,687.0,
3169,407.0,402.0,
3171,2116.5,2116.0,
3172,887.5,874.0,
3174,965.0,950.0,
3179,812.5,802.0,
3180,,1427.0,
3185,439.0,432.0,
3187,276.0,271.0,
3189,796.0,772.0,
3196,1623.0,1545.0,
3197,1825.5,1800.0,
3198,1834.0,1800.0,
3202,83.0,82.0,
3205,334.0,329.0,
3221,2999.0,2895.0,
3222,997.5,987.0,
3223,980.0,945.0,
3224,1075.5,1050.0,
3228,1609.5,1593.0,
3230,1505.0,1453.0,
3231,,2186.0,
3237,142.0,139.0,
3241,292.0,290.0,
3242,342.0,341.0,
3245,422.0,420.0,
3264,163.0,160.0,
3271,,536.0,
3277,747.0,737.0,
3286,354.5,352.0,
3287,552500.0,545000.0,
3291,1942.5,1931.0,
3294,677.0,673.0,
3299,589.0,574.0,
3300,1017.0,990.0,
3306,341.0,337.0,
3308,177600.0,175700.0,
3316,543.0,539.0,
3317,1659.0,1631.0,
3328,1272.0,1238.0,
3344,616.0,613.0,
3349,,19180.0,
3350,137.0,131.0,
3361,865.0,842.0,
3370,883.5,863.0,
3372,401.0,398.0,
3382,3880.0,3828.0,
3385,2633.0,2566.0,
3390,69.0,67.0,
3396,1039.5,1028.0,
3401,,1941.0,
3405,1474.0,1449.0,
3415,917.5,866.0,
3417,992.0,975.0,
3421,,1428.0,
3423,285.0,280.0,
3434,1336.0,1310.0,
3435,1041.0,1030.0,
3443,7240.0,7020.0,
3463,133500.0,132100.0,
3465,1659.0,1629.0,
3467,510.0,498.0,
3469,569.0,556.0,
3474,462.0,447.0,
3477,787.0,776.0,
3480,3635.0,3485.0,
3482,,896.0,
3484,1572.0,1525.0,
3489,1016.0,987.0,
3491,2890.0,2770.0,
3496,5200.0,4735.0,
3501,,2971.0,
3513,,1393.0,
3537,989.0,983.0,
